KEY,"ChineseSimplified"
SKILL_NAME_7510,"请下审判！！"
SKILL_NAME_7511,"请下审判！！II"
SKILL_NAME_7512,"请下审判！！III"
SKILL_NAME_7513,"请下审判！！IV"
SKILL_NAME_7520,"借助力量！！"
SKILL_NAME_7521,"借助力量！！II"
SKILL_NAME_7522,"奉借助力量！！III"
SKILL_NAME_7523,"借助力量！！IV"
SKILL_NAME_7530,"终结痛苦吧！！"
SKILL_NAME_7531,"终结痛苦吧！！II"
SKILL_NAME_7532,"终结痛苦吧！！III"
SKILL_NAME_7533,"终结痛苦吧！！IV"
SKILL_NAME_7540,"感受祖先之力吧！！"
SKILL_NAME_7541,"感受祖先之力吧！！II"
SKILL_NAME_7542,"感受祖先之力吧！！III"
SKILL_NAME_7543,"感受祖先之力吧！！IV"
SKILL_NAME_60007510,"请下审判！！[光]"
SKILL_NAME_60007511,"请下审判！！[暗]"
SKILL_NAME_60007520,"借助力量！！[光]"
SKILL_NAME_60007521,"借助力量！！[暗]"
SKILL_NAME_60007530,"终结痛苦吧！！[光]"
SKILL_NAME_60007531,"终结痛苦吧！！[暗]"
SKILL_NAME_60007540,"感受祖先之力吧！！[光]"
SKILL_NAME_60007541,"感受祖先之力吧！！[暗]"
SKILL_NAME_60007550,"达卡里斯[光]"
SKILL_NAME_60007551,"达卡里斯[暗]"
SKILL_DESC_7510,"给予攻击目标及其周遭的敌人[ffc800]{1}[-]魔法伤害，使其陷入晕眩[64ffff]{2}[-]秒，并回复范围内友军的生命值[ffc800]{3}[-]。[借助力量！！]发动时将重置此技能的冷却时间，且使用此技能3次以内将不会产生冷却时间。"
SKILL_DESC_7511,"伤害量增加[64ff64]{1}[-]%。"
SKILL_DESC_7512,"伤害量增加[64ff64]{1}[-]%。"
SKILL_DESC_7513,"伤害量增加[64ff64]{1}[-]%。"
SKILL_DESC_7520,"[64ffff]{1}[-]秒内回复自身生命值[ffc800]{2}[-]并回复魔力{3}格，增加攻击力[64ff64]{4}[-]。使用时若生命值已满，将形成可抵挡[ffc800]{5}[-]伤害并对状态异常免疫的防护罩[64ff64]{6}[-]秒。在友军少于3名时，此效果将适用于我方全体。"
SKILL_DESC_7521,"攻击力增加量提升[64ff64]{1}[-]%。"
SKILL_DESC_7522,"攻击力增加量提升[64ff64]{1}[-]%。"
SKILL_DESC_7523,"攻击力增加量提升[64ff64]{1}[-]%。"
SKILL_DESC_7530,"对任意敌人攻击5次共造成[ffc800]{1}[-]的魔法伤害，若对象不是英雄时，将追加[ffc800]{2}[-]魔法伤害。若自身处于[借助力量！！]的状态时，将优先攻击攻击力最高的敌人。"
SKILL_DESC_7531,"伤害量增加[64ff64]{1}[-]%。"
SKILL_DESC_7532,"伤害量增加[64ff64]{1}[-]%。"
SKILL_DESC_7533,"伤害量增加[64ff64]{1}[-]%。"
